Date,City,Country,Sex,Distance,RaceType,MassStart,Event,Place,Skier,Nation,ID,Season,Race,Birthday,Age,Exp,Leg,Pelo,Elo
2025-11-28,Kuusamo,Finland,M,7.5,Individual Compact,0,World Cup,1,Johannes Lamparter,Austria,1469,2026,1,2001-11-08T00:00:00.000000,24.05475701574264,1,0,1300.0,1328.0
2025-11-28,Kuusamo,Finland,M,7.5,Individual Compact,0,World Cup,2,Julian Schmid,Germany,1348,2026,1,1999-09-01T00:00:00.000000,26.24229979466119,1,0,1300.0,1327.0
2025-11-28,Kuusamo,Finland,M,7.5,Individual Compact,0,World Cup,3,Ilkka Herola,Finland,97,2026,1,1995-06-22T00:00:00.000000,30.43668720054757,1,0,1300.0,1326.0
2025-11-28,Kuusamo,Finland,M,7.5,Individual Compact,0,World Cup,4,Kristjan Ilves,Estonia,403,2026,1,1996-06-10T00:00:00.000000,29.467488021902806,1,0,1300.0,1325.0
2025-11-28,Kuusamo,Finland,M,7.5,Individual Compact,0,World Cup,5,Jens Lurås Oftebro,Norway,1329,2026,1,2000-07-21T00:00:00.000000,25.35523613963039,1,0,1300.0,1324.0
2025-11-28,Kuusamo,Finland,M,7.5,Individual Compact,0,World Cup,6,Franz-Josef Rehrl,Austria,72,2026,1,1993-03-15T00:00:00.000000,32.70636550308008,1,0,1300.0,1323.0
2025-11-28,Kuusamo,Finland,M,7.5,Individual Compact,0,World Cup,7,Thomas Rettenegger,Austria,1467,2026,1,2000-02-05T00:00:00.000000,25.812457221081452,1,0,1300.0,1322.0
2025-11-28,Kuusamo,Finland,M,7.5,Individual Compact,0,World Cup,8,Eero Hirvonen,Finland,1155,2026,1,1996-01-30T00:00:00.000000,29.828884325804243,1,0,1300.0,1321.0
2025-11-28,Kuusamo,Finland,M,7.5,Individual Compact,0,World Cup,9,Einar Lurås Oftebro,Norway,1217,2026,1,1998-08-06T00:00:00.000000,27.312799452429843,1,0,1300.0,1320.0
2025-11-28,Kuusamo,Finland,M,7.5,Individual Compact,0,World Cup,10,Johannes Rydzek,Germany,14,2026,1,1991-12-09T00:00:00.000000,33.97125256673511,1,0,1300.0,1319.0
