FIS_Name,Skier,ID,Nation,In_FIS_List,Config_Nation,In_Config,Price,Elo,Distance_Elo,Distance_C_Elo,Distance_F_Elo,Sprint_Elo,Sprint_C_Elo,Sprint_F_Elo,Classic_Elo,Freestyle_Elo,Base_Quota,Is_Host_Nation,Quota,Race1_Prob,Race2_Prob,Race3_Prob
Magdalena Scherz,Magdalena Scherz,6707.0,Austria,False,True,True,231,1366.4490270807917,1271.301617681383,1269.2779101218418,1271.2073308602282,1392.560985796636,1323.4496981567183,1413.827225100248,1321.3252826313494,1364.8335578550664,5,False,5,,,
Kaisa Mäkäräinen,Kaisa Mäkäräinen,185.0,Finland,False,True,False,231,1357.5609989943666,1360.243049756633,1309.0434955946216,1360.7781937818688,1272.8831709271526,1278.7573138550372,1274.399893890754,1312.124449146134,1365.9419005776365,6,False,6,,0.0,0.0
Maria Gismondi,Maria Gismondi,10867.0,Italy,False,True,False,231,1335.9890866007518,1337.4796443874918,1298.6867126804382,1341.3752882863994,1297.6248777698595,1298.0521261168872,1297.4844051382834,1297.788672397499,1348.8614628503883,6,False,6,,0.0,0.0
Anikken Gjerde Alnæs,Anikken Gjerde Alnæs,1751.0,Norway,False,True,False,231,1330.9269336143593,1425.5286522528086,1413.827239267711,1249.990198167025,1333.4135503746866,1274.6770805046103,1345.9188782999386,1425.107762400629,1329.5511847511416,6,False,6,,0.0,0.0
Martine Lorgen Øvrebust,Martine Lorgen Øvrebust,2290.0,Norway,False,True,False,231,1291.88494451807,1290.7819892116058,1289.054967667616,1270.20478668196,1258.6798147400668,1294.959936362749,1258.048510543888,1287.571453530447,1263.4352341511049,6,False,6,,0.0,0.0
Herta Rajas,Herta Rajas,10923.0,Estonia,False,False,False,231,1285.7423713109015,1282.101211761024,1299.5827054692788,1284.358101234473,1286.8006336562185,1278.7573138550372,1277.4662390741455,1299.1183928445028,1280.9194970782312,4,False,4,0.0,,
Moa Hansson,Moa Hansson,6653.0,Sweden,False,True,False,231,1253.022754564989,1237.2646577697897,1273.4196037241773,1245.9049964784567,1293.677711389087,1242.8400171206276,1333.3932689637231,1240.0225779961988,1278.593855142184,6,False,6,,0.0,0.0
Fanny Kukonlehto,Fanny Kukonlehto,9347.0,Finland,False,True,False,231,1242.822652609468,1242.80452030283,1252.0971297970164,1282.192685060139,1288.2800104981466,1285.6083513019885,1278.0130326980968,1250.818907325588,1282.163468881238,6,False,6,,0.0,0.0
Jessica Yeaton,Jessica Yeaton,1942.0,Australia,False,False,False,231,1233.388434548291,1242.3822757365265,1200.7434739934822,1249.5695861568763,1208.5947994771834,1180.86378741078,1228.7287706747957,1171.6307374867556,1239.558115317072,3,False,3,0.0,,
Sigrid Nordgården,Sigrid Nordgården,1950.0,Norway,False,True,False,231,1225.5321901672776,1222.0023509779642,1251.3396089054625,1256.750408134274,1254.5463641942545,1257.1392958798492,1273.355798042089,1240.933515617202,1239.1976845586898,6,False,6,,0.0,0.0
Magdalena Richter,Magdalena Richter,11401.0,Germany,False,True,False,231,1211.7488436871738,1233.5887759710313,1254.9079934035344,1281.8777749118804,1260.5525898704216,1272.0190781546569,1282.7522292794292,1236.726648973446,1258.090979105144,6,False,6,,0.0,0.0
Aimee Watson,Aimee Watson,754.0,Australia,False,False,False,231,1136.366821721266,1146.4076228509396,1210.9604798596974,1185.8316314004774,1227.458800914701,1246.7856804248695,1200.735830388255,1205.7527475424115,1170.1464658444966,3,False,3,0.0,,
SZYSZKA Andzelika,Andzelika Szyszka,8097.0,Poland,True,False,False,231,1131.818080512137,1150.435614467089,1216.886046037681,1189.9410523911024,1228.4672381826404,1231.5157277477524,1243.7834408396322,1186.7465146946497,1165.42336505527,4,False,4,1.0,,
